Germanium run correction coefficients, individual signals		
0.722771028	,	0.99907611
0.962496973	,	0.998808321
0.336237546	,	0.998797683
0.971995968	,	0.998504823
0.191929918	,	0.99883988
0.077571228	,	0.999022669
-0.042022474	,	0.998749345
-0.354048924	,	0.999063279
1.110007534	,	0.998577
-0.060821701	,	1.000153324
0.74265806	,	0.998521848
0.809090478	,	0.998564781
0.01615799	,	0.999374398
2.909087866	,	0.997003008
0	,	0
0	,	0
1.182505394	,	0.998648437
-0.017466015	,	1.00065253
-0.323445255	,	1.000790008
0.98991035	,	0.998727561
-1.941097463	,	1.001422511
1.058133546	,	0.998592048
-0.22703844	,	1.000655931
1.445894257	,	0.998829314
1.173224036	,	0.998464014
0.110117768	,	1.000906369
1.022469897	,	0.998614188
1.040180327	,	0.998687431
