Germanium run correction coefficients, individual signals		
0.965092032	,	0.999844932
0.862835647	,	0.999939139
0.749809647	,	0.999799597
0.348998754	,	0.999952513
0.130923329	,	0.999876557
-0.014447452	,	1.000295076
0.018245945	,	1.000133105
-0.294670521	,	1.000323159
0.875531194	,	1.000018301
0.930990293	,	0.999683632
0.516834114	,	0.999967609
0.947931988	,	1.000058529
0.042453744	,	1.000256543
2.661462732	,	0.998472426
0	,	0
0	,	0
0.645480285	,	0.999496683
0.978832197	,	0.999470849
0.992015511	,	0.999545951
1.058298885	,	0.999417309
0.022459856	,	1.000185276
0.748545431	,	0.999573557
0.933580398	,	0.999398595
0.94882992	,	0.999547859
1.051134611	,	0.999722608
0.960716511	,	0.99971533
1.001233916	,	0.999711797
0.550653602	,	0.999606366
