Germanium run correction coefficients, individual signals		
0.571007576	,	0.998856095
0.994291602	,	0.998548786
1.747557136	,	1.000008411
0.384468467	,	0.998737707
0.157338812	,	0.998619531
0.064641426	,	0.998793684
-0.088114113	,	0.998821652
-0.286046616	,	0.998953931
0.526416009	,	0.998835612
1.313659638	,	1.000057913
0.6127776	,	0.998465318
0.626420729	,	0.9984579
0.00080986	,	0.999211419
2.807181862	,	0.996980081
0	,	0
0	,	0
1.3732749	,	0.998093625
-0.375649791	,	1.00064273
-0.254579401	,	1.000365974
-0.267895555	,	1.000586349
-0.347648954	,	0.9989306
-0.306602792	,	1.000779384
1.103071185	,	0.998218398
0.871613105	,	0.998644539
1.263556202	,	0.998308063
1.114703245	,	0.998349217
-0.332406189	,	1.000898361
1.078924375	,	0.998676793
