Germanium run correction coefficients, individual signals		
0.57808393	,	1.000101739
0.83135032	,	0.999973204
0.723787315	,	0.99994037
0.289039511	,	1.00013651
0.126252835	,	0.999923862
0.008416524	,	1.000243433
-0.028953244	,	1.000210981
-0.130556062	,	1.000219805
0.902312612	,	1.00002117
0.899926088	,	0.999862695
0.071453704	,	1.000256665
0.361931697	,	1.000367342
0.023759045	,	1.000342668
2.704188622	,	0.998459526
0	,	0
0	,	0
0.851520567	,	0.999762015
1.057283551	,	0.999439541
0.997145537	,	0.999400394
0.9579483	,	0.999657591
-0.64018228	,	0.999916834
0.968018761	,	0.999741064
0.730139388	,	0.999731795
1.050666691	,	0.999672161
0.926107009	,	0.999820129
0.992252747	,	0.999674496
1.331718204	,	0.999928496
0.885407252	,	0.999923503
