Germanium run correction coefficients, individual signals		
0.787628749	,	0.999146589
1.041092402	,	0.998855821
3.230949459	,	0.997180944
0.992303561	,	0.998908392
0.186034635	,	0.999113568
0.063260752	,	0.9992554
-0.074470076	,	0.999371891
-0.400282861	,	0.999444384
0.964349131	,	0.99904222
0.59403739	,	0.999008527
0.61672695	,	0.999113473
0.825247717	,	0.998919579
-0.038047609	,	0.999958539
2.859888998	,	0.997391438
0	,	0
0	,	0
1.103795016	,	0.99882669
0.98175227	,	0.998871289
-0.341836757	,	1.000956362
1.068171853	,	0.998635771
-0.675486649	,	0.999254099
1.402547317	,	0.999083941
1.013344412	,	0.998884303
0.873283631	,	0.999161185
1.156913752	,	0.998779314
1.121939285	,	0.998853394
0.951269858	,	0.99910072
1.065479886	,	0.998990859
