Germanium run correction coefficients, individual signals		
0.612764175	,	0.999326639
0.979984447	,	0.998961543
2.427926998	,	0.999521548
0.969960261	,	0.99886777
0.175996613	,	0.999128166
-0.00116457	,	0.999354669
-0.076814882	,	0.999305272
-0.19560117	,	0.999428913
0.999078888	,	0.999150849
1.057689344	,	0.99852278
0.663852678	,	0.998878814
0.590410537	,	0.999117478
-0.046633517	,	0.999977206
2.868644581	,	0.997403704
0	,	0
0	,	0
1.117097452	,	0.998715794
1.143544558	,	0.998581292
1.024215756	,	0.998657216
-0.2324208	,	1.000889043
0.086224775	,	0.999612703
0.866957131	,	0.998918176
0.963426551	,	0.998890989
0.928862367	,	0.999095296
0.768208412	,	0.998780936
1.153623976	,	0.998851103
1.022314256	,	0.999146038
0.694744954	,	0.998939061
