Germanium run correction coefficients, individual signals		
0.447289029	,	0.999426549
0.94676682	,	0.999071317
2.513032641	,	0.999321692
0.95631083	,	0.998923453
0.140955921	,	0.999182045
0.007810161	,	0.999363769
-0.127875227	,	0.999397117
-0.217834494	,	0.99947031
0.506365041	,	0.999306598
-0.2513598	,	1.000874567
0.10638612	,	0.999183128
1.157651091	,	0.998848716
0.022137819	,	0.999707255
2.82207198	,	0.997507897
0	,	0
0	,	0
1.143030877	,	0.998829514
1.060808067	,	0.998781468
1.021755758	,	0.998472112
-0.247234466	,	1.00086459
-0.345451411	,	0.999378313
1.370368108	,	0.99915908
1.459199081	,	0.998902121
0.608859613	,	0.999209868
1.148382049	,	0.998837696
1.117468577	,	0.998975055
1.048722485	,	0.999177382
1.141919205	,	0.999149475
