Germanium run correction coefficients, individual signals		
0.476064091	,	0.999843491
-0.061004026	,	0.999784252
-0.487481084	,	0.999245109
-1.604718691	,	1.001715534
1.068391952	,	0.999018514
0.49901474	,	0.999861378
-0.927884247	,	1.000569919
-0.550864577	,	1.000501761
0.476817481	,	1.000180704
-0.210087023	,	1.000015152
-0.42983442	,	1.001046739
0.497660202	,	0.999496202
-0.796193149	,	1.001343381
3.521131435	,	0.997295279
0	,	0
0	,	0
0.940211198	,	0.998883196
-0.336505935	,	1.0000636
-0.309641261	,	0.999586222
-0.954013798	,	1.000504206
-0.97674545	,	1.000465294
-0.989160974	,	1.000897922
-0.476509306	,	0.999823485
-0.962132625	,	1.00087977
0.738059531	,	0.999503466
0.764393311	,	1.000547522
0.01629513	,	0.999911395
-0.309898326	,	0.99903902
