Germanium run correction coefficients, individual signals		
0.669348364	,	0.999469034
0.521343235	,	0.999303378
0.779415955	,	0.999324585
0.330647523	,	0.999228095
0.135239879	,	0.999329211
0.043848262	,	0.999518383
-0.071975133	,	0.999591825
-0.295661278	,	0.999622224
0.517606378	,	0.999432507
0.630164467	,	0.998995978
0.004020047	,	0.999135368
1.040106645	,	0.999367734
-0.073906812	,	1.000201903
2.84642168	,	0.997601631
0	,	0
0	,	0
1.090493231	,	0.999029866
1.118174687	,	0.998755595
0.91477623	,	0.998890824
0.968568058	,	0.99895913
0.051924532	,	0.999769879
0.895702451	,	0.999073151
0.719141128	,	0.999133772
0.79619478	,	0.9992237
1.162335705	,	0.998961491
1.539017985	,	0.999084579
0.971242169	,	0.999314925
1.045311849	,	0.999127758
