Germanium run correction coefficients, individual signals		
0.352859763	,	1.000056561
0.365347717	,	1.000155269
-0.066593528	,	1.000104374
0.191347189	,	0.99996723
-0.875323885	,	1.000535778
-0.948543719	,	1.000649737
-0.603615468	,	1.00045028
-0.968882955	,	1.00065581
-0.501641605	,	1.000787394
0.358847362	,	1.000206073
-1.100967485	,	1.001021538
-0.053978965	,	1.000299008
-1.009993117	,	1.000873141
1.897906643	,	0.999019336
0	,	0
0	,	0
0.061739316	,	0.999932108
-0.051383812	,	1.000105464
0.148601756	,	0.99963304
0.027095069	,	1.000064885
-1.02459238	,	1.000457667
0.306062509	,	0.999868756
0.109249268	,	0.999987708
0.060095163	,	1.000246923
0.057563539	,	1.000174195
-0.30445791	,	1.000584568
0.147435595	,	1.000291177
0.036657463	,	1.000252977
