Germanium run correction coefficients, individual signals		
0.600595359	,	0.998990878
1.000286407	,	0.998606261
1.747221385	,	1.000021107
0.985394459	,	0.998537734
0.120110679	,	0.998678804
0.053902285	,	0.998822431
-0.025536127	,	0.998808476
-0.303346155	,	0.998875116
1.0493718	,	0.998696173
1.371190681	,	0.999453579
0.53227651	,	0.99837888
1.680908979	,	0.998393755
-0.028622958	,	0.999206693
2.889926239	,	0.996901392
0	,	0
0	,	0
-0.008353467	,	1.000934639
1.063361538	,	0.998380342
-0.551588587	,	1.000759914
1.156348967	,	0.998258721
-0.134392601	,	0.998753242
-0.216772634	,	1.000758546
0.172849254	,	1.000821702
0.789996285	,	0.998763154
1.116625059	,	0.998325557
1.142032762	,	0.99844722
1.019002751	,	0.998671348
1.159700384	,	0.998535811
