Germanium run correction coefficients, individual signals		
1.063591751	,	0.999678758
0.521671705	,	0.999706017
0.746901219	,	0.999563258
0.837664304	,	0.999522129
0.131706474	,	0.999686645
0.050156048	,	0.999875621
-0.156727399	,	1.000007058
-0.382209901	,	0.999889045
0.642452585	,	0.999729147
0.957444263	,	0.999152712
0.365667796	,	0.999475698
0.852449823	,	0.999596088
0.022882892	,	1.00046741
2.855832645	,	0.998062617
0	,	0
0	,	0
0.464671808	,	1.001129782
-0.81523359	,	1.001314522
1.385845818	,	0.999288306
1.361168231	,	0.999471148
-0.461182622	,	0.999943674
1.255731268	,	0.999634456
0.649055773	,	0.999091448
0.677364457	,	0.999819222
1.119670237	,	0.999463854
1.101785623	,	0.999291673
0.951677482	,	0.999529116
0.592297179	,	0.99933182
