Germanium run correction coefficients, individual signals		
-0.999749616	,	1.000905726
-0.445451874	,	1.000870685
0.729818443	,	0.998850547
-1.178245606	,	1.001417034
1.206286484	,	0.998289964
-0.123230555	,	0.999261738
-0.026382963	,	0.999629053
-0.435869995	,	1.000324215
-0.965717772	,	1.001782238
0.570971875	,	0.999778653
-1.313915069	,	1.001388803
0.029466407	,	0.999633002
-0.930442913	,	1.000550272
2.539106101	,	0.998700276
0	,	0
0	,	0
1.251807632	,	0.99979431
0.587583978	,	0.999971341
-0.881796501	,	1.000545725
0.733668922	,	0.999127113
-0.680952863	,	0.999697635
-0.551588253	,	1.000030615
-1.345499693	,	1.001030964
-0.034474124	,	1.000549658
0.274468741	,	1.000195035
0.781402644	,	0.999825215
-0.280569313	,	0.999007427
-1.39593462	,	1.000631371
