Germanium run correction coefficients, individual signals		
-0.899177166	,	1.000692543
-0.996851509	,	1.00095243
0.45266693	,	0.99920609
-1.25221174	,	1.00039415
1.537888825	,	0.99756077
0.332984495	,	1.000071138
-0.873830637	,	0.999789908
-0.73127221	,	0.999646432
0.520494104	,	1.000594294
-0.586444496	,	0.99946931
0.405619417	,	0.999721989
0.379212396	,	0.999404568
-0.113511172	,	1.000490648
3.065585225	,	0.998248444
0	,	0
0	,	0
-0.659956538	,	1.000623106
-0.455037997	,	1.001018915
0.021834966	,	0.998780446
-0.028856312	,	1.000043693
-1.131583702	,	1.000995546
0.75734308	,	1.000096301
0.037013652	,	1.000102029
-0.233378662	,	1.000206022
-0.368337976	,	0.999276425
0.71220511	,	1.000704059
0.924958277	,	0.999352504
-0.579656299	,	1.001438577
