Germanium run correction coefficients, individual signals		
0.669974915	,	0.99998258
0.801970418	,	1.000042419
0.647252361	,	0.999942724
0.525306742	,	0.999896799
0.152908516	,	1.000043148
0.01419919	,	1.000342995
-0.094214184	,	1.0004043
-0.267931911	,	1.000322767
0.753909367	,	1.000334648
0.57512252	,	0.999958611
0.47674581	,	1.000098051
0.865167455	,	1.000001361
-0.054346464	,	1.000667468
2.749502279	,	0.998630323
0	,	0
0	,	0
0.77564885	,	0.999664782
0.370420674	,	0.999778633
0.842215019	,	0.999721082
1.312201285	,	0.998388911
-0.699349724	,	1.00024844
0.457153429	,	0.999832283
0.854296735	,	0.999755655
0.781788882	,	0.999930107
0.975804273	,	0.999811095
0.931509607	,	0.99988595
-0.051299172	,	1.000301233
0.876357372	,	0.999892433
