Germanium run correction coefficients, individual signals		
0.933833715	,	0.999817876
0.794115066	,	0.999749889
0.764680136	,	0.999695072
0.86595871	,	0.999720042
0.115061334	,	0.999875498
0.070474671	,	1.000049508
-0.023340199	,	1.000086305
-0.200012013	,	1.000186232
0.531258951	,	1.000043196
0.922718019	,	0.999623111
0.657113268	,	0.999838095
0.739327277	,	0.999874413
-0.025370116	,	1.000321583
2.724280434	,	0.998305419
0	,	0
0	,	0
0.853091937	,	0.999633144
1.127528895	,	0.999194173
1.027480462	,	0.999279712
1.002025349	,	0.999269379
-0.355252286	,	1.000086283
0.911296717	,	0.99956925
0.848944472	,	0.999584152
0.9012057	,	0.999600217
1.033314094	,	0.999546736
0.931743293	,	0.999657514
1.00347376	,	0.999648961
1.008081179	,	0.999806264
