Germanium run correction coefficients, individual signals		
0.621150868	,	1.000341052
1.004908363	,	0.999021991
0.686039555	,	0.99918412
0.204474419	,	0.999228434
0.219539141	,	0.998891059
0.18944702	,	0.999072439
-0.046136902	,	0.999113333
-0.684065025	,	0.999414335
0.007095456	,	1.000321201
0.693844231	,	0.999267939
-0.696256421	,	1.000601052
0.232344196	,	0.999447223
0.251025078	,	0.999579859
2.908745274	,	0.997353739
0	,	0
0	,	0
-0.085950726	,	1.000833551
1.005216233	,	0.998811023
-0.006304448	,	1.000895524
0.114447631	,	0.999542948
-0.552462981	,	1.000320896
-0.028855461	,	1.001483258
0.633434203	,	1.00027958
0.327548576	,	1.000192767
0.66881225	,	0.999132713
0.816232411	,	0.999503156
0.353446484	,	1.000398134
0.25997445	,	1.000493442
