Germanium run correction coefficients, individual signals		
0.661319095	,	0.999665665
0.282894025	,	0.999783807
0.880907426	,	0.999515721
0.776693206	,	0.999134476
0.138628145	,	0.999851116
0.061824925	,	0.999966074
-0.101310092	,	1.000018342
-0.250477503	,	0.99988278
1.026903752	,	0.999646908
0.969921706	,	0.999355796
0.202458785	,	1.000088775
0.578519929	,	1.00002644
0.03543363	,	1.000556037
2.89013149	,	0.998176936
0	,	0
0	,	0
0.966192182	,	0.999422087
0.925858066	,	0.999650462
1.34892726	,	0.999402204
1.457956483	,	0.999379321
-0.338462412	,	0.999938394
1.136970393	,	0.999345636
1.070387446	,	0.999297907
0.736705754	,	0.999683044
0.971130047	,	0.999472679
1.111213364	,	0.999352388
1.285041331	,	0.999894844
0.832203905	,	0.999821199
